Web Exception :

Need To Fix Count : 249
Report
Checked	NO	Method	TestDescription	RequestBody	Your Response	CorrectResponse
Checked	Games-6-6	Settle	2nd-time-settle-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"T875478","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:41:50.89829-04:00","ProductType":3,"GameType":201,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":2001,"ErrorMessage":"Already settled"}	Values should be: ErrorCode: 2001
Need to fix !	Games-6-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 530.00
Checked	Games-6-8	GetBetStatus	Get-bet-status-again-should-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T875478","TransactionId":"T875478","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T875478","TransactionId":"T875478","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T875478, TransactionId: T875478, Status: Settled
Checked	Games-6-9	Deduct	Deduct-after-settle-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":20.0,"TransferCode":"T875478","TransactionId":"T875478","BetTime":"2026-05-29T17:41:51.89829-04:00","ProductType":3,"GameType":201,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":5003,"ErrorMessage":"Duplicate transaction"}	Values should be: ErrorCode: 5003
Need to fix !	Games-6-10	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 530.00
Checked	Games-6-11	GetBetStatus	Get-bet-status-again-should-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T875478","TransactionId":"T875478","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T875478","TransactionId":"T875478","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T875478, TransactionId: T875478, Status: Settled
Checked	Games-7-1	GetBalance	Get-balance-before-cancelled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	
Checked	Games-7-2	GetBetStatus	Check-bet-status-should-be-running-or-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T875478","TransactionId":"T875478","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T875478","TransactionId":"T875478","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T875478, TransactionId: T875478, Status: Settled
Need to fix !	Games-7-3	Cancel	1st-time-cancel-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"T875478","ProductType":3,"GameType":201,"IsCancelAll":true,"TransactionId":"T875478","Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 520.00
Need to fix !	Games-7-4	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 520.00
Checked	Games-7-5	GetBetStatus	Get-bet-status-again-should-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T875478","TransactionId":"T875478","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T875478","TransactionId":"T875478","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T875478, TransactionId: T875478, Status: Void
Checked	Games-7-6	Cancel	2nd-time-cancel-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"T875478","ProductType":3,"GameType":201,"IsCancelAll":true,"TransactionId":"T875478","Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Values should be: ErrorCode: 2002
Checked	Games-7-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"520.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 520.00
Checked	Games-7-8	GetBetStatus	Get-bet-status-again-should-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T875478","TransactionId":"T875478","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T875478","TransactionId":"T875478","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T875478, TransactionId: T875478, Status: Void
Checked	Games-7-9	Deduct	Deduct-after-cancelled-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":20.0,"TransferCode":"T875478","TransactionId":"T875478","BetTime":"2026-05-29T17:41:52.89829-04:00","ProductType":3,"GameType":201,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":5003,"ErrorMessage":"Duplicate transaction"}	Values should be: ErrorCode: 5003
Checked	Games-7-10	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"520.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 520.00
Checked	Games-7-11	GetBetStatus	Get-bet-status-again-should-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T875478","TransactionId":"T875478","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T875478","TransactionId":"T875478","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T875478, TransactionId: T875478, Status: Void
Checked	Games-7-12	Settle	Settle-after-cancel-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"T875478","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:41:53.89829-04:00","ProductType":3,"GameType":201,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Values should be: ErrorCode: 2002
Need to fix !	Games-7-13	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 520.00
Checked	Games-7-14	GetBetStatus	Get-bet-status-again-should-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T875478","TransactionId":"T875478","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T875478","TransactionId":"T875478","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T875478, TransactionId: T875478, Status: Void
Checked	Games-8-1	GetBalance	Get-balance-before-rollback	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	
Checked	Games-8-2	GetBetStatus	Check-bet-status-should-be-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T875478","TransactionId":"T875478","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T875478","TransactionId":"T875478","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T875478, TransactionId: T875478, Status: Void
Need to fix !	Games-8-3	Rollback	1st-time-rollback-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"T875478","ProductType":3,"GameType":201,"Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":520,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 500.00
Need to fix !	Games-8-4	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"520.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 500.00
Need to fix !	Games-8-5	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T875478","TransactionId":"T875478","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T875478","TransactionId":"T875478","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T875478, TransactionId: T875478, Status: Running
Need to fix !	Games-8-6	Rollback	2nd-time-rollback-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"T875478","ProductType":3,"GameType":201,"Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":480,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 2003
Need to fix !	Games-8-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"480.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 500.00
Need to fix !	Games-8-8	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T875478","TransactionId":"T875478","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T875478","TransactionId":"T875478","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T875478, TransactionId: T875478, Status: Running
Need to fix !	Games-8-9	Settle	Settle-after-rollback-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"T875478","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:41:54.89829-04:00","ProductType":3,"GameType":201,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":540,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 530.00
Need to fix !	Games-8-10	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"540.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 530.00
Checked	Games-8-11	GetBetStatus	Get-bet-status-again-should-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T875478","TransactionId":"T875478","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T875478","TransactionId":"T875478","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T875478, TransactionId: T875478, Status: Settled
Checked	Games-9-1	GetBalance	Get Not Exist Player Balance Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710_ER","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"","Balance":"0.00000","ErrorCode":1,"ErrorMessage":"Member not found"}	Values should be: ErrorCode: 1
Checked	Games-9-2	GetBalance	Use Wrong Company Key Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8CER","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"","Balance":"0.00000","ErrorCode":4,"ErrorMessage":"Invalid CompanyKey"}	Values should be: ErrorCode: 4
Checked	Games-9-3	GetBetStatus	Use Empty Username Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"", "TransferCode":"T8754789","TransactionId":"T8754789","ProductType":3,"GameType":201,"Gpid":-1}	{"ErrorCode":"3","ErrorMessage":"Username is required"}	Values should be: ErrorCode: 3
Checked	Games-9-4	Deduct	Deduct Biggest Amount Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":531.00,"TransferCode":"T8754789","TransactionId":"T8754789","BetTime":"2026-05-29T17:41:55.89829-04:00","ProductType":3,"GameType":201,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":5,"ErrorMessage":"Insufficient balance"}	Values should be: ErrorCode: 5
Checked	Games-9-5	Settle	Settle Not Exists bet, Should fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"T8754789","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:41:56.89829-04:00","ProductType":3,"GameType":201,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":6,"ErrorMessage":"Reference not found"}	Values should be: ErrorCode: 6
Checked	Games-9-6	Cancel	Cancel Not Exists bet, Should fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"T8754789","ProductType":3,"GameType":201,"IsCancelAll":true,"TransactionId":"T8754789","Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":6,"ErrorMessage":"Reference not found"}	Values should be: ErrorCode: 6
Checked	Games-9-7	Rollback	Rollback Not Exists bet, Should fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"T8754789","ProductType":3,"GameType":201,"Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":6,"ErrorMessage":"Reference not found"}	Values should be: ErrorCode: 6
Checked	Games-20-1	GetBetStatus	Get-bet-status-should-not-exist	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T87547820","TransactionId":"T87547820","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T87547820","TransactionId":"T87547820","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	Games-20-2	Deduct	Deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"T87547820","TransactionId":"T87547820","BetTime":"2026-05-29T17:41:57.89829-04:00","ProductType":3,"GameType":201,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 520.00
Checked	Games-20-3	GetBetStatus	Get-bet-status-should-be-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"T87547820","TransactionId":"T87547820","ProductType":3,"GameType":201,"Gpid":-1}	{"TransferCode":"T87547820","TransactionId":"T87547820","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: T87547820, TransactionId: T87547820, Status: Running
Checked	Games-20-4	Settle	Concurrent settle requests should have one success and one failure with error code 2001	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"T87547820","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:41:58.89829-04:00","ProductType":3,"GameType":201,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":{"sportType":"Soccer","marketType":"Handicap","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"HomeTeam","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":true}}	{"AccountName":"swrun_1780089828793_831710","Balance":550,"ErrorCode":"0","ErrorMessage":"No Error"},{"AccountName":"swrun_1780089828793_831710","Balance":550,"ErrorCode":2001,"ErrorMessage":"Already settled"}	Response 1 Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 550.00, Response 2 Values should be: ErrorCode: 2001, Balance: 550.00
Checked	Games-20-5	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":3,"GameType":201,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"550.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 550.00
