Web Exception :

Need To Fix Count : 249
Report
Checked	NO	Method	TestDescription	RequestBody	Your Response	CorrectResponse
Need to fix !	Casino-11-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"490.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 570.00
Checked	Casino-11-8	GetBetStatus	Get-bet-status-again-should-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B875480","TransactionId":"B875480","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B875480","TransactionId":"B875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B875480, TransactionId: B875480, Status: Settled
Checked	Casino-12-1	GetBalance	Get-balance-before-cancelled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"490.00","ErrorCode":"0","ErrorMessage":"No Error"}	
Checked	Casino-12-2	GetBetStatus	Check-bet-status-should-be-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B875480","TransactionId":"B875480","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B875480","TransactionId":"B875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B875480, TransactionId: B875480, Status: Settled
Need to fix !	Casino-12-3	Cancel	1st-time-cancel-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"B875480","ProductType":7,"GameType":1,"IsCancelAll":true,"TransactionId":"B875480","Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Need to fix !	Casino-12-4	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Checked	Casino-12-5	GetBetStatus	Get-bet-status-again-should-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B875480","TransactionId":"B875480","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B875480","TransactionId":"B875480","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B875480, TransactionId: B875480, Status: Void
Checked	Casino-12-6	Cancel	2nd-time-cancel-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"B875480","ProductType":7,"GameType":1,"IsCancelAll":true,"TransactionId":"B875480","Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Values should be: ErrorCode: 2002
Need to fix !	Casino-12-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Checked	Casino-12-8	GetBetStatus	Get-bet-status-again-should-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B875480","TransactionId":"B875480","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B875480","TransactionId":"B875480","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B875480, TransactionId: B875480, Status: Void
Checked	Casino-13-1	GetBalance	Get-balance-before-rollback	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	
Checked	Casino-13-2	GetBetStatus	Check-bet-status-should-be-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B875480","TransactionId":"B875480","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B875480","TransactionId":"B875480","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B875480, TransactionId: B875480, Status: Void
Need to fix !	Casino-13-3	Rollback	1st-time-rollback-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"B875480","ProductType":7,"GameType":1,"Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 540.00
Need to fix !	Casino-13-4	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 540.00
Need to fix !	Casino-13-5	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B875480","TransactionId":"B875480","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B875480","TransactionId":"B875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B875480, TransactionId: B875480, Status: Running
Need to fix !	Casino-13-6	Rollback	2nd-time-rollback-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"B875480","ProductType":7,"GameType":1,"Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":470,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 2003
Need to fix !	Casino-13-7	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"470.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 540.00
Need to fix !	Casino-13-8	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B875480","TransactionId":"B875480","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B875480","TransactionId":"B875480","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B875480, TransactionId: B875480, Status: Running
Checked	Casino-14-1	GetBalance	Get Not Exist Player Balance Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710_ER","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"","Balance":"0.00000","ErrorCode":1,"ErrorMessage":"Member not found"}	Values should be: ErrorCode: 1
Checked	Casino-14-2	GetBalance	Use Wrong Company Key Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8CER","Username":"SWRUN_1780089828793_831710","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"","Balance":"0.00000","ErrorCode":4,"ErrorMessage":"Invalid CompanyKey"}	Values should be: ErrorCode: 4
Checked	Casino-14-3	GetBetStatus	Use Empty Username Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"", "TransferCode":"B87547914","TransactionId":"B87547914","ProductType":7,"GameType":1,"Gpid":-1}	{"ErrorCode":"3","ErrorMessage":"Username is required"}	Values should be: ErrorCode: 3
Checked	Casino-14-4	Deduct	Deduct Biggest Amount Should Fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":541.00,"TransferCode":"B87547914","TransactionId":"B87547914","BetTime":"2026-05-29T17:42:23.89829-04:00","ProductType":7,"GameType":1,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":5,"ErrorMessage":"Insufficient balance"}	Values should be: ErrorCode: 5
Checked	Casino-14-5	Settle	Settle Not Exists bet, Should fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"B87547914","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:42:24.89829-04:00","ProductType":7,"GameType":1,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":"470.00","ErrorCode":6,"ErrorMessage":"Reference not found"}	Values should be: ErrorCode: 6
Checked	Casino-14-6	Cancel	Cancel Not Exists bet, Should fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"B87547914","ProductType":7,"GameType":1,"IsCancelAll":true,"TransactionId":"B87547914","Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":"470.00","ErrorCode":6,"ErrorMessage":"Reference not found"}	Values should be: ErrorCode: 6
Checked	Casino-14-7	Rollback	Rollback Not Exists bet, Should fail	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"B87547914","ProductType":7,"GameType":1,"Gpid":-1,"ExtraInfo":null}	{"AccountName":"swrun_1780089828793_831710","Balance":"480.00","ErrorCode":6,"ErrorMessage":"Reference not found"}	Values should be: ErrorCode: 6
Checked	Casino-15-1	GetBetStatus	Get-bet-status-should-not-exist	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B87547915","TransactionId":"B87547915","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B87547915","TransactionId":"B87547915","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	Casino-15-2	Deduct	1st-time-deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"B87547915","TransactionId":"B87547915","BetTime":"2026-05-29T17:42:25.89829-04:00","ProductType":7,"GameType":1,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":{"sportType":"Soccer","marketType":"Handicap","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"HomeTeam","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":470,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 530.00
Checked	Casino-15-3	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B87547915","TransactionId":"B87547915","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B87547915","TransactionId":"B87547915","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B87547915, TransactionId: B87547915, Status: Running
Need to fix !	Casino-15-4	Settle	Concurrent settle requests should have one success and one failure with error code 2001	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"B87547915","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:42:26.89829-04:00","ProductType":7,"GameType":1,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":{"sportType":"Basketball","marketType":"Over_Under","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"Goal","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":true}}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":2001,"ErrorMessage":"Already settled"},{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":"0","ErrorMessage":"No Error"}	Response 1 Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00, Response 2 Values should be: ErrorCode: 2001, Balance: 560.00
Need to fix !	Casino-15-5	GetBalance	Get-balance-should-reflect-settlement	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Checked	Casino-15-6	GetBetStatus	Get-bet-status-again-should-be-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B87547915","TransactionId":"B87547915","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B87547915","TransactionId":"B87547915","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B87547915, TransactionId: B87547915, Status: Settled
Checked	Casino-16-1	GetBetStatus	Get-bet-status-should-not-exist	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B87547916","TransactionId":"B87547916","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B87547916","TransactionId":"B87547916","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	Casino-16-2	Deduct	1st-time-deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"B87547916","TransactionId":"B87547916","BetTime":"2026-05-29T17:42:27.89829-04:00","ProductType":7,"GameType":1,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":{"sportType":"Soccer","marketType":"First_Half_C_S","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"0:1","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":490,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 550.00
Checked	Casino-16-3	GetBetStatus	Get-bet-status-again-should-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B87547916","TransactionId":"B87547916","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B87547916","TransactionId":"B87547916","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B87547916, TransactionId: B87547916, Status: Running
Need to fix !	Casino-16-4	Cancel	Concurrent cancel requests should have one success and one failure with error code 2002	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"B87547916","ProductType":7,"GameType":1,"IsCancelAll":true,"TransactionId":"B87547916","Gpid":-1,"ExtraInfo":{"sportType":"Basketball","marketType":"Over_Under","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"Goal","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":"0","ErrorMessage":"No Error"},{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":2002,"ErrorMessage":"Already canceled"}	Response 1 Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00, Response 2 Values should be: ErrorCode: 2002, Balance: 560.00
Need to fix !	Casino-16-5	GetBalance	Get-balance-should-reflect-cancellation	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Checked	Casino-16-6	GetBetStatus	Get-bet-status-again-should-be-void	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B87547916","TransactionId":"B87547916","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B87547916","TransactionId":"B87547916","Status":"Void","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B87547916, TransactionId: B87547916, Status: Void
Checked	Casino-17-1	GetBetStatus	Get-bet-status-should-not-exist	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B87547917","TransactionId":"B87547917","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B87547917","TransactionId":"B87547917","Status":"Unknown","ErrorCode":"6","ErrorMessage":"Bet not found"}	Values should be: ErrorCode: 6
Need to fix !	Casino-17-2	Deduct	1st-time-deduct-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"TransferCode":"B87547917","TransactionId":"B87547917","BetTime":"2026-05-29T17:42:28.89829-04:00","ProductType":7,"GameType":1,"GameRoundId":null,"GamePeriodId":null,"OrderDetail":null,"PlayerIp":null,"GameTypeName":null,"Gpid": -1,"GameId": 0,"ExtraInfo":{"sportType":"Soccer","marketType":"Handicap","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"HomeTeam","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":480,"ErrorCode":"0","ErrorMessage":"No Error","BetAmount":"10.0"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, BetAmount: 10.0, Balance: 550.00
Need to fix !	Casino-17-3	Settle	1st-time-settle-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"B87547917","WinLoss":30.0,"ResultType":0,"ResultTime":"2026-05-29T17:42:29.89829-04:00","ProductType":7,"GameType":1,"GameResult":null,"CommissionStake":0,"Gpid":-1,"IsCashOut":false,"ExtraInfo":{"sportType":"Soccer","marketType":"Handicap","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"HomeTeam","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":true}}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 580.00
Checked	Casino-17-4	GetBetStatus	Get-bet-status-again-should-be-settled	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B87547917","TransactionId":"B87547917","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B87547917","TransactionId":"B87547917","Status":"Settled","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B87547917, TransactionId: B87547917, Status: Settled
Need to fix !	Casino-17-5	Rollback	Concurrent rollback requests should have one success and one failure with error code 2003	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","TransferCode":"B87547917","ProductType":7,"GameType":1,"Gpid":-1,"ExtraInfo":{"sportType":"Soccer","marketType":"First_Half_C_S","league":"SWTest-LeaguaName","match":"SWTest-HomeTeam vs SWTest-AwayTeam","betOption":"0:1","kickoffTime":"2026-05-29T17:41:15","isHalfWonLose":false}}	{"AccountName":"swrun_1780089828793_831710","Balance":480,"ErrorCode":2003,"ErrorMessage":"Already rollback"},{"AccountName":"swrun_1780089828793_831710","Balance":480,"ErrorCode":"0","ErrorMessage":"No Error"}	Response 1 Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 550.00, Response 2 Values should be: ErrorCode: 2003, Balance: 550.00
Need to fix !	Casino-17-6	GetBalance	Get-balance-should-reflect-rollback	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":7,"GameType":1,"Gpid":-1}	{"AccountName":"swrun_1780089828793_831710","Balance":"480.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 550.00
Checked	Casino-17-7	GetBetStatus	Get-bet-status-again-should-be-running	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C", "Username":"SWRUN_1780089828793_831710", "TransferCode":"B87547917","TransactionId":"B87547917","ProductType":7,"GameType":1,"Gpid":-1}	{"TransferCode":"B87547917","TransactionId":"B87547917","Status":"Running","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, TransferCode: B87547917, TransactionId: B87547917, Status: Running
Need to fix !	Bonus-14-1	Bonus	1st-time-Bonus-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"BonusTime":"2026-05-29T17:42:30.89829-04:00","ProductType":9,"GameType":0,"TransferCode":"875482","TransactionId":"875482","IsGameProviderPromotion":false,"BonusProvider":"Shared","Gpid":35,"GameId": 1}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Need to fix !	Bonus-14-2	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":0,"Gpid":35}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Checked	Bonus-14-3	Bonus	Bonus-twice-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"BonusTime":"2026-05-29T17:42:31.89829-04:00","ProductType":9,"GameType":0,"TransferCode":"875482","TransactionId":"875482","IsGameProviderPromotion":false,"BonusProvider":"Shared","Gpid":35,"GameId": 1}	{"AccountName":"swrun_1780089828793_831710","Balance":500,"ErrorCode":5003,"ErrorMessage":"Duplicate transaction"}	Values should be: ErrorCode: 5003
Need to fix !	Bonus-14-4	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":0,"Gpid":35}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 560.00
Need to fix !	Bonus-14-5	Bonus	1st-time-Bonus-with-gameProviderPromotion-should-be-success	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"BonusTime":"2026-05-29T17:42:32.89829-04:00","ProductType":9,"GameType":0,"TransferCode":"875482_GameProviderPromotion","TransactionId":"875482_GameProviderPromotion","IsGameProviderPromotion":true,"BonusProvider":"GameProvider","Gpid":35,"GameId": 2}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 570.00
Need to fix !	Bonus-14-6	GetBalance	Get-balance-again-should-different-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":0,"Gpid":35}	{"AccountName":"swrun_1780089828793_831710","Balance":"510.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 570.00
Checked	Bonus-14-7	Bonus	Bonus-with-gameProviderPromotion-twice-should-be-failed	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","Amount":10.0,"BonusTime":"2026-05-29T17:42:33.89829-04:00","ProductType":9,"GameType":0,"TransferCode":"875482_GameProviderPromotion","TransactionId":"875482_GameProviderPromotion","IsGameProviderPromotion":true,"BonusProvider":"GameProvider","Gpid":35,"GameId": 2}	{"AccountName":"swrun_1780089828793_831710","Balance":510,"ErrorCode":5003,"ErrorMessage":"Duplicate transaction"}	Values should be: ErrorCode: 5003
Need to fix !	Bonus-14-8	GetBalance	Get-balance-again-should-same-balance	{"CompanyKey":"AC5568ADDCB94EEFA56BC4BCB2600C8C","Username":"SWRUN_1780089828793_831710","ProductType":9,"GameType":0,"Gpid":35}	{"AccountName":"swrun_1780089828793_831710","Balance":"500.00","ErrorCode":"0","ErrorMessage":"No Error"}	Values should be: ErrorCode: 0, AccountName: SWRUN_1780089828793_831710, Balance: 570.00
